visitor_id,nb_sessions,avg_days_between_sessions,nb_unique_documents,engagement_score,return_rate,visitor_type,browser_clean,os_clean,source_clean,medium_clean,cluster
"1,69754E+18",19,4727272727272728,5,36,1746031746031745,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69755E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,6975E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69762E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69763E+18",1,0,2,34,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69765E+18",1,0,1,333,10,Nouveau,Safari,macOS,Referral,Direct,Cluster 0
"1,69767E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,6976E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69771E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69772E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69773E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69775E+18",11,595,12,372,1438848920863309,Mixte,Chrome,macOS,Referral,Direct,Cluster 1
"1,69776E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,69778E+18",1,0,4,353,10,Nouveau,Firefox,macOS,Referral,Direct,Cluster 0
"1,69779E+18",3,11363636363636363,8,269,808823529411764,Mixte,Safari,macOS,Referral,Direct,Cluster 1
"1,6977E+18",2,170,1,162,555555555555555,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69782E+18",12,875,4,374,5333333333333333,Mixte,Chrome,Windows,Referral,Direct,Cluster 2
"1,69787E+18",1,0,3,347,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,69788E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69789E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,6978E+18",1,0,1,333,10,Nouveau,Firefox,Autre,Referral,Direct,Cluster 0
"1,69791E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,69798E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69802E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69803E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69807E+18",2,25,1,333,8,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69809E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69811E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69813E+18",1,0,2,34,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69814E+18",2,10,1,326,5,Mixte,Firefox,Windows,Referral,Direct,Cluster 1
"1,69815E+18",4,6333333333333333,4,296,1363636363636363,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69816E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,6981E+18",14,4166666666666667,7,365,1935483870967742,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69822E+18",2,625,3,285,1379310344827586,Mixte,Opera,Windows,Referral,Direct,Cluster 1
"1,69823E+18",1,0,2,34,10,Nouveau,Safari,Windows,Referral,Direct,Cluster 0
"1,69824E+18",1,0,3,347,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69825E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69826E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69828E+18",1,0,1,333,10,Nouveau,Autre,Android,Referral,Direct,Cluster 0
"1,69829E+18",1,0,1,333,10,Nouveau,Safari,iOS,Referral,Direct,Cluster 0
"1,69831E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69832E+18",3,60,2,284,1428571428571428,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69833E+18",1,0,3,347,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69835E+18",2,0,3,349,10,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69836E+18",1,0,2,34,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69839E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69841E+18",2,3133333333333333,1,15,309278350515463,Mixte,Chrome,Linux,Referral,Direct,Cluster 1
"1,69844E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69845E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,69848E+18",14,225,9,398,3076923076923077,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69849E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,6984E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69853E+18",2,2222222222222222,1,334,8181818181818181,Mixte,Firefox,macOS,Referral,Direct,Cluster 2
"1,69854E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69856E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,69858E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,69859E+18",2,12666666666666666,1,206,73170731707317,Mixte,Firefox,Windows,Referral,Direct,Cluster 1
"1,69862E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69866E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69867E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,69868E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,6986E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69871E+18",3,10333333333333334,1,233,88235294117647,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69874E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69877E+18",5,145,5,222,64516129032258,Mixte,Firefox,Windows,Referral,Direct,Cluster 1
"1,69877E+18",5,145,5,222,64516129032258,Mixte,Firefox,Windows,Referral,Direct,Cluster 1
"1,69877E+18",5,145,5,222,64516129032258,Mixte,Firefox,Windows,Referral,Referral,Cluster 1
"1,69877E+18",5,145,5,222,64516129032258,Mixte,Firefox,Windows,Referral,Referral,Cluster 1
"1,69878E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,6987E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69883E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69884E+18",3,35,3,316,2222222222222222,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69885E+18",3,10,2,335,5,Mixte,Firefox,Windows,Referral,Direct,Cluster 1
"1,69886E+18",2,0,4,356,10,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69888E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,69891E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69892E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69893E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69894E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69895E+18",1,0,1,333,10,Nouveau,Opera,Windows,Referral,Direct,Cluster 0
"1,698E+18",2,10,1,326,5,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69901E+18",1,0,1,333,10,Nouveau,Opera,Windows,Referral,Direct,Cluster 0
"1,69902E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69903E+18",2,325,1,3,298507462686567,Mixte,Chrome,macOS,Referral,Direct,Cluster 1
"1,69905E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69909E+18",2,16666666666666667,1,319,3749999999999999,Mixte,Chrome,Windows,Referral,Direct,Cluster 4
"1,69913E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,69914E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69919E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,6991E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69921E+18",1,0,3,347,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69922E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69923E+18",7,16666666666666667,6,366,3749999999999999,Mixte,Chrome,Windows,Referral,Direct,Cluster 4
"1,69926E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69927E+18",5,6166666666666667,3,294,1395348837209302,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69928E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69929E+18",2,5,2,338,6666666666666666,Mixte,Chrome,Windows,Referral,Direct,Cluster 2
"1,6992E+18",4,2,4,359,8333333333333334,Mixte,Chrome,Windows,Referral,Direct,Cluster 2
"1,69931E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,69934E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,69936E+18",2,85,1,249,1052631578947368,Mixte,Firefox,Windows,Referral,Direct,Cluster 1
"1,69939E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,6993E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69943E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69945E+18",1,0,1,333,10,Nouveau,Chrome,Autre,Referral,Direct,Cluster 0
"1,69952E+18",5,325,4,331,2352941176470588,Mixte,Firefox,Windows,Referral,Direct,Cluster 1
"1,69953E+18",2,7142857142857143,3,342,5833333333333333,Mixte,Edge,Windows,Referral,Direct,Cluster 2
"1,69954E+18",2,769230769230769,6,369,9285714285714286,Mixte,Chrome,Windows,Referral,Direct,Cluster 2
"1,69955E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69956E+18",3,0,4,359,10,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69957E+18",4,1894736842105263,7,362,3454545454545455,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69957E+18",4,1894736842105263,7,362,3454545454545455,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69957E+18",4,1894736842105263,7,362,3454545454545455,Mixte,Chrome,Windows,Referral,Referral,Cluster 1
"1,69957E+18",4,1894736842105263,7,362,3454545454545455,Mixte,Chrome,Windows,Referral,Referral,Cluster 1
"1,69958E+18",1,0,5,36,10,Mixte,Safari,macOS,Referral,Direct,Cluster 1
"1,69959E+18",1,0,1,333,10,Nouveau,Safari,macOS,Referral,Direct,Cluster 0
"1,69961E+18",1,0,2,34,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,69962E+18",3,10,2,335,5,Mixte,Safari,Windows,Referral,Direct,Cluster 1
"1,69963E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69964E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69966E+18",1,0,1,333,10,Nouveau,Edge,macOS,Referral,Direct,Cluster 0
"1,69969E+18",1,0,1,333,10,Nouveau,Autre,iOS,Referral,Direct,Cluster 0
"1,69972E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69973E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,69974E+18",2,6666666666666666,3,342,6000000000000001,Mixte,Chrome,Windows,Referral,Direct,Cluster 2
"1,6997E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,69981E+18",2,25,1,31,2857142857142857,Mixte,Opera,macOS,Referral,Direct,Cluster 1
"1,69986E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69987E+18",51,24166666666666665,31,642,2926829268292683,Mixte,Chrome,Windows,Referral,Direct,Cluster 4
"1,69987E+18",51,24166666666666665,31,642,2926829268292683,Mixte,Chrome,Windows,Referral,Direct,Cluster 4
"1,69987E+18",51,24166666666666665,31,642,2926829268292683,Mixte,Chrome,Windows,Social,Referral,Cluster 4
"1,69987E+18",51,24166666666666665,31,642,2926829268292683,Mixte,Chrome,Windows,Social,Referral,Cluster 4
"1,69988E+18",6,30,4,336,25,Mixte,Firefox,macOS,Referral,Direct,Cluster 1
"1,69989E+18",1,0,3,347,10,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,69991E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69995E+18",4,114,3,238,806451612903225,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,69996E+18",2,0,4,356,10,Mixte,Chrome,Linux,Referral,Direct,Cluster 1
"1,69997E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69998E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Referral,Direct,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Referral,Direct,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Referral,Direct,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Referral,Referral,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Referral,Referral,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Referral,Referral,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Social,Referral,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Social,Referral,Cluster 4
"1,69999E+18",13,26842105263157894,4,358,2714285714285714,Mixte,Chrome,macOS,Social,Referral,Cluster 4
"1,6999E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,70002E+18",1,0,1,333,10,Nouveau,Autre,Android,Referral,Direct,Cluster 0
"1,70005E+18",1,0,5,36,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70006E+18",1,0,2,34,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,70007E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,70008E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,70011E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70013E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70014E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,70016E+18",1,0,3,347,10,Mixte,Firefox,macOS,Referral,Direct,Cluster 1
"1,70017E+18",1,0,2,34,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,7001E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70022E+18",9,7142857142857143,5,374,5833333333333333,Mixte,Chrome,Windows,Referral,Direct,Cluster 2
"1,70025E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70029E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,70032E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70035E+18",1,0,1,333,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,70037E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70038E+18",1,0,1,333,10,Nouveau,Chrome,macOS,Referral,Direct,Cluster 0
"1,70039E+18",2,170,1,162,555555555555555,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,7003E+18",1,0,1,333,10,Nouveau,Firefox,Windows,Referral,Direct,Cluster 0
"1,70041E+18",2,70,3,278,125,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,70043E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,70044E+18",1,0,1,333,10,Nouveau,Chrome,Android,Referral,Direct,Cluster 0
"1,70045E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70047E+18",1,0,3,347,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70048E+18",3,35,2,309,2222222222222222,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,70049E+18",2,0,1,336,10,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,7004E+18",1,0,1,333,10,Nouveau,Edge,Android,Referral,Direct,Cluster 0
"1,70051E+18",1,0,1,333,10,Nouveau,Firefox,macOS,Referral,Direct,Cluster 0
"1,70052E+18",1,0,1,333,10,Nouveau,Safari,macOS,Referral,Direct,Cluster 0
"1,70055E+18",1,0,1,333,10,Nouveau,Firefox,macOS,Referral,Direct,Cluster 0
"1,70056E+18",16,5714285714285714,6,348,1489361702127659,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,70056E+18",16,5714285714285714,6,348,1489361702127659,Mixte,Chrome,Windows,Referral,Direct,Cluster 1
"1,70056E+18",16,5714285714285714,6,348,1489361702127659,Mixte,Chrome,Windows,Social,Referral,Cluster 1
"1,70056E+18",16,5714285714285714,6,348,1489361702127659,Mixte,Chrome,Windows,Social,Referral,Cluster 1
"1,70057E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70058E+18",2,0,1,336,10,Mixte,Chrome,macOS,Referral,Direct,Cluster 1
"1,70059E+18",2,55,1,28,1538461538461538,Mixte,Edge,Windows,Referral,Direct,Cluster 1
"1,7005E+18",6,70,2,282,125,Mixte,Chrome,macOS,Referral,Direct,Cluster 1
"1,70061E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70064E+18",1,0,2,34,10,Nouveau,Safari,Windows,Referral,Direct,Cluster 0
"1,70066E+18",1,0,2,34,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
"1,70067E+18",3,35,2,309,2222222222222222,Mixte,Safari,macOS,Referral,Direct,Cluster 1
"1,70069E+18",1,0,1,333,10,Nouveau,Safari,macOS,Referral,Direct,Cluster 0
"1,70074E+18",1,0,2,34,10,Nouveau,Edge,Windows,Referral,Direct,Cluster 0
"1,70075E+18",1,0,1,333,10,Nouveau,Chrome,Windows,Referral,Direct,Cluster 0
